순번,제목,설명,발행일,링크,원본링크,언론사,IP포함,라이선싱포함,빌드업포함,코레일포함,슈야포함,테마카페포함,캐릭터포함
644,"대상㈜ 집으로ON 아이라이킷; K-캐릭터 '벌룬프렌즈' 컬래버레이션 신제...","독창적이면서도 매력적인 국내 캐릭터를 찾기 위한 '2024 IP 라이선싱 빌드업' 참가사 공고에는 총 21곳의 IP개발사가 참여했으며; 치열한 경쟁을 거쳐 지난 6월 '벌룬프렌즈'를 최종 업체로 선정했다. 참신하면서도 귀여운... ",2024-12-11,"https://www.eroun.net/news/articleView.html?idxno=50530","https://www.eroun.net/news/articleView.html?idxno=50530",Unknown,Y,Y,Y,N,N,N,Y
645,"대상 집으로ON 아이라이킷; K-캐릭터 '벌룬프렌즈' 컬래버레이션 신제품...","독창적이면서도 매력적인 국내 캐릭터를 찾기 위한 '2024 IP 라이선싱 빌드업' 참가사 공고에는 총 21곳의 IP개발사가 참여했으며; 치열한 경쟁을 거쳐 지난 6월 '벌룬프렌즈'를 최종 업체로 선정했다. 참신하면서도 귀여운... ",2024-12-11,"http://www.thefirstmedia.net/news/articleView.html?idxno=160331","http://www.thefirstmedia.net/news/articleView.html?idxno=160331",Unknown,Y,Y,Y,N,N,N,Y
646,"대상 아이라이킷; K-캐릭터 '벌룬프렌즈'와 협업","독창적이면서도 매력적인 국내 캐릭터를 찾기 위한 '2024 IP 라이선싱 빌드업' 참가사 공고에는 총 21곳의 IP개발사가 참여했으며; 치열한 경쟁을 거쳐 지난 6월 벌룬프렌즈를 최종 업체로 선정했다. 참신하면서도 귀여운... ",2024-12-11,"https://www.ezyeconomy.com/news/articleView.html?idxno=205506","https://www.ezyeconomy.com/news/articleView.html?idxno=205506",Unknown,Y,Y,Y,N,N,N,Y
647,"[POP!신제품] ㈜오뚜기; 요리에 뿌리는 '통참깨 참기름'; '통들깨 들기름...","독창적이면서도 매력적인 국내 캐릭터를 찾기 위한 '2024 IP 라이선싱 빌드업' 참가사 공고에는 총 21곳의 IP개발사가 참여했으며; 치열한 경쟁을 거쳐 지난 6월 '벌룬프렌즈'를 최종 업체로 선정했다. 참신하면서도 귀여운... ",2024-12-11,"http://www.popcornnews.net/news/articleView.html?idxno=69917","http://www.popcornnews.net/news/articleView.html?idxno=69917",Unknown,Y,Y,Y,N,N,N,Y
648,"[신제품 오늘리뷰] 대상·오뚜기·롯데호텔","독창적이면서도 매력적인 국내 캐릭터를 찾기 위한 '2024 IP 라이선싱 빌드업' 참가사 공고에는 총 21곳의 IP개발사가 참여했으며; 치열한 경쟁을 거쳐 지난 6월 '벌룬프렌즈'를 최종 업체로 선정했다. 참신하면서도 귀여운... ",2024-12-11,"http://www.financialreview.co.kr/news/articleView.html?idxno=32084","http://www.financialreview.co.kr/news/articleView.html?idxno=32084",Unknown,Y,Y,Y,N,N,N,Y
649,"GS25; “생딸기부터 디저트; 막걸리까지 차별화 라인업 확대”","GS25는 앞서 ‘2024 IP 라이선싱 빌드업’ 프로그램에 플랫폼사로 참여해 해당 기업 성장 및 캐릭터 IP 육성 등을 지원한 바 있다. 양사는 버니공쥬가 귀여운 분홍토끼 캐릭터인만큼 딸기 디저트와 잘 어울릴 것이라... ",2024-12-26,"http://www.shinailbo.co.kr/news/articleView.html?idxno=1983005","http://www.shinailbo.co.kr/news/articleView.html?idxno=1983005",Unknown,Y,Y,Y,N,N,N,Y
650,"[오늘 뭐 먹지] 오비맥주·하림·오뚜기 외","독창적이면서도 매력적인 국내 캐릭터를 찾기 위한 '2024 IP 라이선싱 빌드업' 참가사 공고에는 총 21곳의 IP개발사가 참여했으며; 치열한 경쟁을 거쳐 지난 6월 '벌룬프렌즈'를 최종 업체로 선정했다. 참신하면서도 귀여운... ",2024-12-11,"http://www.newsprime.co.kr/news/article.html?no=666594","http://www.newsprime.co.kr/news/article.html?no=666594",Unknown,Y,Y,Y,N,N,N,Y
651,"대상 '집으로ON 아이라이킷'; '벌룬프렌즈' 컬래버 신제품 2종 출시","독창적이면서도 매력적인 국내 캐릭터를 찾기 위한 '2024 IP 라이선싱 빌드업' 참가사 공고에는 총 21곳의 IP개발사가 참여했으며; 치열한 경쟁을 거쳐 지난 6월 벌룬프렌즈를 최종 업체로 선정했다. 참신하면서도 귀여운... ",2024-12-11,"http://www.metroseoul.co.kr/article/20241211500221","http://www.metroseoul.co.kr/article/20241211500221",Unknown,Y,Y,Y,N,N,N,Y
652,"대상 아이라이킷; ‘벌룬프렌즈’ 협업 신제품 선봬","독창적이면서도 매력적인 국내 캐릭터를 찾기 위한 ‘2024 IP 라이선싱 빌드업’ 참가사 공고에는 총 21곳의 IP개발사가 참여했으며; 치열한 경쟁을 거쳐 지난 6월 ‘벌룬프렌즈’를 최종 업체로 선정했다. 참신하면서도... ",2024-12-11,"http://www.g-enews.com/ko-kr/news/article/news_all/2024121111391516990687539213_1/article.html","http://www.g-enews.com/ko-kr/news/article/news_all/2024121111391516990687539213_1/article.html",Unknown,Y,Y,Y,N,N,N,Y
653,"대상 '아이라이킷'; K-캐릭터 '벌룬프렌즈' 협업 신제품 2종 출시","독창적이면서도 매력적인 국내 캐릭터를 찾기 위한 '2024 IP 라이선싱 빌드업' 참가사 공고에는 총 21곳의 IP개발사가 참여했으며; 치열한 경쟁을 거쳐 지난 6월 '벌룬프렌즈'를 최종 업체로 선정했다. 참신하면서도 귀여운... ",2024-12-11,"http://www.newsdream.kr/news/articleView.html?idxno=73197","http://www.newsdream.kr/news/articleView.html?idxno=73197",Unknown,Y,Y,Y,N,N,N,Y
654,"대상㈜ '아이라이킷'; K-캐릭터 '벌룬프렌즈' 콜라보 출시","독창적이면서도 매력적인 국내 캐릭터를 찾기 위한 '2024 IP 라이선싱 빌드업' 참가사 공고에는 총 21곳의 IP개발사가 참여했으며; 치열한 경쟁을 거쳐 지난 6월 '벌룬프렌즈'를 최종 업체로 선정했다. 참신하면서도 귀여운... ",2024-12-11,"https://www.thefairnews.co.kr/news/articleView.html?idxno=37468","https://www.thefairnews.co.kr/news/articleView.html?idxno=37468",더페어뉴스,Y,Y,Y,N,N,N,Y
655,"대상㈜ 집으로ON 아이라이킷; K-캐릭터 '벌룬프렌즈' 컬래버 신제품 2종...","독창적이면서도 매력적인 국내 캐릭터를 찾기 위한 '2024 IP 라이선싱 빌드업' 참가사 공고에는 총 21곳의 IP개발사가 참여했으며; 치열한 경쟁을 거쳐 지난 6월 '벌룬프렌즈'를 최종 업체로 선정했다. 참신하면서도 귀여운... ",2024-12-11,"https://www.nextdaily.co.kr/news/articleView.html?idxno=233835","https://www.nextdaily.co.kr/news/articleView.html?idxno=233835",Unknown,Y,Y,Y,N,N,N,Y
656,"[유통가 레이더] 고물가에 내년 설 선물은 '실속'... 이마트; 사전예약 ...","독창적이면서도 매력적인 국내 캐릭터를 찾기 위한 '2024 IP 라이선싱 빌드업' 참가사 공고에는 총 21곳의 IP개발사가 참여했으며; 치열한 경쟁을 거쳐 지난 6월 '벌룬프렌즈'를 최종 업체로 선정했다. 참신하면서도... ",2024-12-11,"https://www.greened.kr/news/articleView.html?idxno=321142","https://www.greened.kr/news/articleView.html?idxno=321142",Unknown,Y,Y,Y,N,N,N,Y
657,"대상 아이라이킷; '벌룬프렌즈' 협업 신제품 2종 출시","독창적이면서도 매력적인 국내 캐릭터를 찾기 위한 '2024 IP 라이선싱 빌드업' 참가사 공고에 총 21곳의 IP개발사가 참여했으며; 치열한 경쟁을 거쳐 지난 6월 '벌룬프렌즈'를 최종 업체로 선정했다. 참신하면서도 귀여운... ",2024-12-11,"https://www.cstimes.com/news/articleView.html?idxno=624002","https://www.cstimes.com/news/articleView.html?idxno=624002",Unknown,Y,Y,Y,N,N,N,Y
658,"대상㈜ 집으로ON 아이라이킷; 국내산 원료 사용한 아이들 간식 2종 선보...","독창적이면서도 매력적인 국내 캐릭터를 찾기 위한 '2024 IP 라이선싱 빌드업' 참가사 공고에는 총 21곳의 IP개발사가 참여했으며; 치열한 경쟁을 거쳐 지난 6월 '벌룬프렌즈'를 최종 업체로 선정했다. 참신하면서도 귀여운... ",2024-12-11,"http://www.newstnt.com/news/articleView.html?idxno=440686","http://www.newstnt.com/news/articleView.html?idxno=440686",Unknown,Y,Y,Y,N,N,N,Y
659,"대상; 국내 캐릭터 발굴·육성 '총력'…컬래버레이션 신제품 출시","'2024 IP 라이선싱 빌드업' 참가사 공고에는 총 21곳의 IP개발사가 참여했으며; 경쟁을 거쳐 지난 6월 '벌룬프렌즈'를 최종 업체로 선정했다. 참신하면서도 귀여운 풍선 캐릭터라 누구나 좋아할 수 있고; 특히 식품... ",2024-12-11,"https://www.youthdaily.co.kr/news/article.html?no=173554","https://www.youthdaily.co.kr/news/article.html?no=173554",Unknown,Y,Y,Y,N,N,N,Y
660,"대상 아이라이킷; K-캐릭터 '벌룬프렌즈' 협업 신제품 2종 출시","독창적이면서도 매력적인 국내 캐릭터를 찾기 위한 '2024 IP 라이선싱 빌드업' 참가사 공고에는 총 21곳의 IP개발사가 참여했으며; 치열한 경쟁을 거쳐 지난 6월 벌룬프렌즈를 최종 업체로 선정했다. 참신하면서도 귀여운... ",2024-12-10,"https://n.news.naver.com/mnews/article/421/0007959906?sid=101","https://www.news1.kr/industry/distribution/5627880",네이버뉴스,Y,Y,Y,N,N,N,Y
661,"흑백요리사부터 오겜까지… 연말 유통가는 '콜라보' 열풍","올해 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여하면서 GS25는 '선물공룡 디보' 관련 캐릭터 IP 상품을 출시했다. GS25 관계자는 &quot;선물공룡 디보에 나오는 버니공쥬 딸기 제품을... ",2024-12-16,"https://n.news.naver.com/mnews/article/014/0005283230?sid=101","http://www.fnnews.com/news/202412161851443114",네이버뉴스,Y,Y,Y,N,N,N,Y
662,"딸기에 빠진 GS25; &quot;생딸기부터 디저트; 막걸리까지 차별화 라인업 확대...","GS25는 앞서 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여해 해당 기업 성장 및 캐릭터 IP 육성 등을 지원한 바 있다. 양사는 버니공쥬가 귀여운 분홍토끼 캐릭터인만큼 딸기 디저트와 잘 어울릴 것이라... ",2024-12-20,"https://www.ibabynews.com/news/articleView.html?idxno=124583","https://www.ibabynews.com/news/articleView.html?idxno=124583",Unknown,Y,Y,Y,N,N,N,Y
663,"GS25; 겨울철 제철 과일 딸기 활용 차별화 상품 라인업 확대","GS25는 앞서 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여해 해당 기업 성장 및 캐릭터 IP 육성 등을 지원한 바 있다. 양사는 버니공쥬가 귀여운 분홍토끼 캐릭터인만큼 딸기 디저트와 잘 어울릴 것이라 분석해... ",2024-12-20,"http://www.thefirstmedia.net/news/articleView.html?idxno=160961","http://www.thefirstmedia.net/news/articleView.html?idxno=160961",Unknown,Y,Y,Y,N,N,N,Y
664,"[POP!신제품] ㈜오뚜기; 가루쌀로 만든 글루텐프리 '비(非)밀스프' 2종 출...","GS25는 앞서 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여해 해당 기업 성장 및 캐릭터 IP 육성 등을 지원한 바 있다. 양사는 버니공쥬가 귀여운 분홍토끼 캐릭터인만큼 딸기 디저트와 잘 어울릴 것이라 분석해... ",2024-12-20,"http://www.popcornnews.net/news/articleView.html?idxno=70482","http://www.popcornnews.net/news/articleView.html?idxno=70482",Unknown,Y,Y,Y,N,N,N,Y
665,"GS25; &quot;생딸기부터 디저트; 막걸리까지 차별화 라인업 확대&quot;","GS25는 앞서 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여해 해당 기업 성장 및 캐릭터 IP 육성 등을 지원한 바 있다. 고당도 국내산 딸기를 갈아 넣은 딸기막걸리도 출시한다. 전라북도 소재 유명 양조장... ",2024-12-20,"http://www.economytalk.kr/news/articleView.html?idxno=401254","http://www.economytalk.kr/news/articleView.html?idxno=401254",Unknown,Y,Y,Y,N,N,N,Y
666,"GS25; 딸기 활용 상품 출시...&quot;차별화 라인업 확대로 겨울 시즌 트렌드 ...","GS25는 앞서 2024 IP 라이선싱 빌드업 프로그램에 플랫폼사로 참여해 해당 기업 성장 및 캐릭터 IP 육성 등을 지원한 바 있다. 양사는 버니공쥬가 귀여운 분홍토끼 캐릭터인 만큼 딸기 디저트와 잘 어울릴 것이라 분석해... ",2024-12-20,"https://www.ezyeconomy.com/news/articleView.html?idxno=205990","https://www.ezyeconomy.com/news/articleView.html?idxno=205990",Unknown,Y,Y,Y,N,N,N,Y
667,"&quot;생딸기부터 디저트·막걸리까지&quot; GS25; 차별화 라인업 확대","GS25는 앞서 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여해 해당 기업 성장 및 캐릭터 IP 육성 등을 지원한 바 있다. 양사는 버니공쥬가 귀여운 분홍토끼 캐릭터인만큼 딸기 디저트와 잘 어울릴 것이라 분석해... ",2024-12-20,"https://www.ziksir.com/news/articleView.html?idxno=77862","https://www.ziksir.com/news/articleView.html?idxno=77862",Unknown,Y,Y,Y,N,N,N,Y
668,"GS25; 딸기 활용해 다양한 디저트와 주류 등 선봬","GS25는 앞서 ‘2024 IP 라이선싱 빌드업’ 프로그램에 플랫폼사로 참여해 해당 기업 성장 및 캐릭터 IP 육성 등을 지원한 바 있다. 양사는 버니공쥬가 귀여운 분홍토끼 캐릭터인만큼 딸기 디저트와 잘 어울릴 것이라... ",2024-12-20,"http://www.lawissue.co.kr/view.php?ud=202412201249405786204ead0791_12","http://www.lawissue.co.kr/view.php?ud=202412201249405786204ead0791_12",Unknown,Y,Y,Y,N,N,N,Y
669,"&quot;생딸기부터 디저트; 막걸리까지&quot; GS25; '딸기 뷔페' 라인업 확대","GS25는 앞서 '2024 IP(지식재산권) 라이선싱 빌드업' 프로그램에 플랫폼사로 참여해 해당 기업 성장 및 캐릭터 IP 육성 등을 지원한 바 있다. 국내산 딸기를 갈아 넣은 딸기막걸리도 출시됐다. 전라북도 소재... ",2024-12-20,"http://www.4th.kr/news/articleView.html?idxno=2075867","http://www.4th.kr/news/articleView.html?idxno=2075867",Unknown,Y,Y,Y,N,N,N,Y
670,"GS25; 생딸기부터 디저트· 막걸리까지…&quot;차별화 라인업 확대&quot;","GS25는 앞서 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여해 해당 기업 성장 및 캐릭터 IP 육성 등을 지원한 바 있다. 양사는 버니공쥬가 귀여운 분홍토끼 캐릭터인만큼 딸기 디저트와 잘 어울릴 것이라 분석해... ",2024-12-20,"http://www.newsdream.kr/news/articleView.html?idxno=73902","http://www.newsdream.kr/news/articleView.html?idxno=73902",Unknown,Y,Y,Y,N,N,N,Y
671,"GS25; 생딸기부터 디저트·막걸리까지 차별화 라인업 확대","GS25는 앞서 ‘2024 IP 라이선싱 빌드업’ 프로그램에 플랫폼사로 참여해 해당 기업 성장 및 캐릭터 IP 육성 등을 지원한 바 있다. 양사는 버니공쥬가 귀여운 분홍토끼 캐릭터인만큼 딸기 디저트와 잘 어울릴 것이라... ",2024-12-20,"https://n.news.naver.com/mnews/article/119/0002906393?sid=101","https://www.dailian.co.kr/news/view/1443605/?sc=Naver",네이버뉴스,Y,Y,Y,N,N,N,Y
672,"[신상품] 오뚜기 '비밀스프'; GS25 '버니공쥬 딸기뚱카롱' 외","버니공쥬 상품 2종은 GS25와 국내 중소 콘텐츠 기업 간 협업의 결과물로; GS25는 앞서 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여해 해당 기업 성장과 캐릭터 IP 육성 등을 지원한 바 있다. 고당도 국내산... ",2024-12-20,"http://www.foodnews.co.kr/news/articleView.html?idxno=111293","http://www.foodnews.co.kr/news/articleView.html?idxno=111293",Unknown,Y,Y,Y,N,N,N,Y
673,"생딸기; 디저트; 막걸리···GS25; 딸기가 좋아","GS25는 앞서 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여해 해당 기업 성장 및 캐릭터 IP 육성 등을 지원한 바 있다. 고당도 국내산 딸기를 갈아 넣은 딸기막걸리(7500원)도 출시한다. 전라북도 소재 유명... ",2024-12-20,"https://www.thereport.co.kr/news/articleView.html?idxno=57439","https://www.thereport.co.kr/news/articleView.html?idxno=57439",Unknown,Y,Y,Y,N,N,N,Y
674,"디저트부터 막걸리까지…GS25; 딸기 활용 차별화 상품 라인업 확대","GS25는 앞서 ‘2024 IP 라이선싱 빌드업’ 프로그램에 플랫폼사로 참여해 해당 기업 성장 및 캐릭터 IP 육성 등을 지원한 바 있다. 고당도 국내산 딸기를 갈아 넣은 딸기막걸리도 출시한다. 전라북도 소재 유명... ",2024-12-20,"https://n.news.naver.com/mnews/article/018/0005910425?sid=101","http://www.edaily.co.kr/news/newspath.asp?newsid=02013926639120488",네이버뉴스,Y,Y,Y,N,N,N,Y
675,"[CVS &amp; Now] &quot;딸기 뷔페 열었다&quot;…GS25; 제철 과일 활용 라인업 확대 등","GS25는 앞서 '2024 IP(지식재산권) 라이선싱 빌드업' 프로그램에 플랫폼사로 참여해 해당 기업 성장 및 캐릭터 IP 육성 등을 지원한 바 있다. 양사는 버니공쥬가 귀여운 분홍토끼 캐릭터인만큼 딸기 디저트와 잘 어울릴... ",2024-12-20,"https://www.ebn.co.kr/news/articleView.html?idxno=1646506","https://www.ebn.co.kr/news/articleView.html?idxno=1646506",Unknown,Y,Y,Y,N,N,N,Y
676,"“생딸기부터 디저트·막걸리까지&quot;...GS25; 제철 상품 라인업 확대","GS25는 앞서 ‘2024 IP 라이선싱 빌드업’ 프로그램에 플랫폼사로 참여해 해당 기업 성장 및 캐릭터 IP 육성 등을 지원한 바 있다. 양사는 버니공쥬가 귀여운 분홍토끼 캐릭터인만큼 딸기 디저트와 잘 어울릴 것이라... ",2024-12-20,"https://www.viva100.com/article/20241220500146","https://www.viva100.com/article/20241220500146",Unknown,Y,Y,Y,N,N,N,Y
677,"별별 딸기가 다 있네...편의점에 차려진 딸기 뷔페","GS25는 앞서 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여해 해당 기업 성장 및 캐릭터 IP 육성 등을 지원한 바 있다. 양사는 버니공쥬가 귀여운 분홍토끼 캐릭터인만큼 딸기 디저트와 잘 어울릴 것이라 분석해... ",2024-12-20,"https://n.news.naver.com/mnews/article/014/0005285263?sid=101","http://www.fnnews.com/news/202412200911265722",네이버뉴스,Y,Y,Y,N,N,N,Y
678,"&quot;생딸기부터 디저트; 막걸리까지 &quot; GS25; 차별화 '딸기' 라인업 확대","GS25는 앞서 ‘2024 IP 라이선싱 빌드업’ 프로그램에 플랫폼사로 참여해 해당 기업 성장 및 캐릭터 IP 육성 등을 지원한 바 있다. 고당도 국내산 딸기를 갈아 넣은 딸기막걸리도 출시한다. 전라북도 소재 유명... ",2024-12-20,"https://n.news.naver.com/mnews/article/003/0012973221?sid=101","https://www.newsis.com/view/NISX20241220_0003004605",네이버뉴스,Y,Y,Y,N,N,N,Y
679,"GS25 &quot;딸기 활용 차별화 라인업 확대; 겨울 트렌드 선도 나서&quot;","GS25는 앞서 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여해 기업 성장 및 캐릭터 IP 육성 등을 지원했다. 양사는 버니공쥬가 귀여운 분홍토끼 캐릭터인만큼 딸기 디저트와 잘 어울릴 것이라 분석해 콜라보... ",2024-12-20,"https://daily.hankooki.com/news/articleView.html?idxno=1161751","https://daily.hankooki.com/news/articleView.html?idxno=1161751",Unknown,Y,Y,Y,N,N,N,Y
680,"딸기에 빠진 GS25; 디저트·막걸리까지 차별화 라인업 확대","GS25는 앞서 ‘2024 IP 라이선싱 빌드업’ 프로그램에 플랫폼사로 참여해 해당 기업 성장 및 캐릭터 IP 육성 등을 지원한 바 있다. 양사는 버니공쥬가 귀여운 분홍토끼 캐릭터인만큼 딸기 디저트와 잘 어울릴 것이라... ",2024-12-20,"http://theviewers.co.kr/View.aspx?No=3488053","http://theviewers.co.kr/View.aspx?No=3488053",Unknown,Y,Y,Y,N,N,N,Y
681,"GS25; 디저트·주류 등 딸기 활용 상품 대거 출시","GS25는 앞서 '2024 IP(지식재산권) 라이선싱 빌드업' 프로그램에 플랫폼사로 참여해 기업 성장과 캐릭터 IP 육성 등을 지원한 바 있다. 두 회사는 버니공쥬가 귀여운 분홍토끼 캐릭터인 만큼 딸기 디저트와 잘 어울릴... ",2024-12-20,"https://www.businessplus.kr/news/articleView.html?idxno=77314","https://www.businessplus.kr/news/articleView.html?idxno=77314",Unknown,Y,Y,Y,N,N,N,Y
682,"GS25; 딸기 디저트·주류까지...'딸기 뷔페'로 겨울 공략","GS25는 앞서 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여해 해당 기업 성장 및 캐릭터 IP 육성 등을 지원한 바 있다. 양사는 버니공쥬가 귀여운 분홍토끼 캐릭터인만큼 딸기 디저트와 잘 어울릴 것이라 분석해... ",2024-12-19,"https://www.foodneconomy.com/news/articleView.html?idxno=403588","https://www.foodneconomy.com/news/articleView.html?idxno=403588",Unknown,Y,Y,Y,N,N,N,Y
683,"'디저트부터 막걸리까지'...GS25; 딸기 활용 상품 라인업 확대","GS25는 앞서 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여해 해당 기업 성장 및 캐릭터 IP 육성 등을 지원한 바 있다. 국내산 딸기를 갈아 넣은 딸기막걸리도 출시한다. 전라북도 소재 유명 양조장... ",2024-12-19,"http://www.hansbiz.co.kr/news/articleView.html?idxno=726682","http://www.hansbiz.co.kr/news/articleView.html?idxno=726682",Unknown,Y,Y,Y,N,N,N,Y
684,"GS25; 제철 딸기로 뷔페 한 상…&quot;차별화 상품 확대&quot;","GS25는 앞서 ‘2024 IP 라이선싱 빌드업’ 프로그램에 플랫폼사로 참여해 기업 성장과 캐릭터 IP 육성 등을 지원한 바 있다. 두 회사는 버니공쥬가 귀여운 분홍토끼 캐릭터인 만큼 딸기 디저트와 잘 어울릴 것이라고... ",2024-12-19,"https://n.news.naver.com/mnews/article/277/0005520833?sid=101","https://view.asiae.co.kr/article/2024122008291702396",네이버뉴스,Y,Y,Y,N,N,N,Y
685,"편의점에서 만나는 '딸기 뷔페'…GS25; 딸기 활용 상품 잇따라 출시","GS25는 앞서 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여해 해당 기업 성장 및 캐릭터 IP 육성 등을 지원한 바 있다. 양사는 버니공쥬가 귀여운 분홍토끼 캐릭터인만큼 딸기 디저트와 잘 어울릴 것이라... ",2024-12-19,"http://www.smedaily.co.kr/news/articleView.html?idxno=312869","http://www.smedaily.co.kr/news/articleView.html?idxno=312869",Unknown,Y,Y,Y,N,N,N,Y
686,"GS25 &quot;생딸기부터 디저트; 막걸리까지 차별화 라인업 확대&quot;","GS25는 앞서 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여해 해당 기업 성장 및 캐릭터 IP 육성 등을 지원한 바 있다. 양사는 버니공쥬가 귀여운 분홍토끼 캐릭터인만큼 딸기 디저트와 잘 어울릴 것이라... ",2024-12-19,"https://www.slist.kr/news/articleView.html?idxno=605435","https://www.slist.kr/news/articleView.html?idxno=605435",Unknown,Y,Y,Y,N,N,N,Y
687,"대상㈜; K-캐릭터 ‘벌룬프렌즈’ 컬래버레이션 신제품 2종 출시","독창적이면서도 매력적인 국내 캐릭터를 찾기 위한 ‘2024 IP 라이선싱 빌드업’ 참가사 공고에는 총 21곳의 IP개발사가 참여했으며; 치열한 경쟁을 거쳐 지난 6월 ‘벌룬프렌즈’를 최종 업체로 선정했다. 참신하면서도... ",2024-12-12,"http://www.globalepic.co.kr/view.php?ud=20241211091243736946a9e4dd7f_29","http://www.globalepic.co.kr/view.php?ud=20241211091243736946a9e4dd7f_29",Unknown,Y,Y,Y,N,N,N,Y
688,"대상 아이라이킷; 벌룬프렌즈와 '핫도그∙치킨너겟' 선봬","'2024 IP(지식재산권) 라이선싱 빌드업' 참가사 공고에는 총 21곳의 IP개발사가 참여했으며; 경쟁을 거쳐 지난 6월 벌룬프렌즈를 최종 업체로 선정했다. 아이라이킷과 벌룬프렌즈가 함께한 이번 신제품은 '벌룬프렌즈... ",2024-12-11,"http://www.kdfnews.com/news/articleView.html?idxno=145433","http://www.kdfnews.com/news/articleView.html?idxno=145433",Unknown,Y,Y,Y,N,N,N,N
689,"대상 집으로ON; 아이라이킷X벌룬프렌즈 신제품 2종 선봬","매력적인 캐릭터를 찾기 위한 '2024 IP 라이선싱 빌드업' 참가사 공고에는 총 21곳의 IP개발사가 참여했으며; 치열한 경쟁을 거쳐 지난 6월 '벌룬프렌즈'가 최종 선정됐다. 참신하면서도 귀여운 풍선 캐릭터라 호불호가... ",2024-12-11,"https://www.thepublic.kr/news/articleView.html?idxno=244017","https://www.thepublic.kr/news/articleView.html?idxno=244017",Unknown,Y,Y,Y,N,N,N,Y
690,"대상 아이라이킷; '벌룬프렌즈'와 협업한 제품 출시","독창적인 국내 캐릭터를 찾기 위한 '2024 IP 라이선싱 빌드업' 참가사 공고에는 총 21곳의 IP개발사가 참여했으며; 치열한 경쟁을 거쳐 지난 6월 벌룬프렌즈를 최종 업체로 선정했다. 참신하면서도 귀여운 풍선 캐릭터라... ",2024-12-11,"https://cwn.kr/article/1065587465696224","https://cwn.kr/article/1065587465696224",Unknown,Y,Y,Y,N,N,N,Y
691,"대상㈜ '아이라이킷'; K-캐릭터 '벌룬프렌즈' 컬래버레이션 신제품 2종 ...","독창적이면서도 매력적인 국내 캐릭터를 찾기 위한 '2024 IP 라이선싱 빌드업' 참가사 공고에는 총 21곳의 IP개발사가 참여했다. 치열한 경쟁을 거쳐 지난 6월 '벌룬프렌즈'를 최종 업체로 선정했다. 참신하면서도 귀여운... ",2024-12-11,"https://www.financialpost.co.kr/news/articleView.html?idxno=217257","https://www.financialpost.co.kr/news/articleView.html?idxno=217257",Unknown,Y,Y,Y,N,N,N,Y
692,"&quot;귀여운 캐릭터 닮은 핫도그로 아이 입맛저격&quot; 대상; 아이라이킷X벌룬프...","독창적이면서도 매력적인 국내 캐릭터를 찾기 위한 '2024 IP 라이선싱 빌드업' 참가사 공고에는 총 21곳의 IP개발사가 참여했으며 치열한 경쟁을 거쳐 지난 6월 '벌룬프렌즈'를 최종 업체로 선정했다. 참신하면서도 귀여운... ",2024-12-11,"https://www.nbnews.kr/news/articleView.html?idxno=101681","https://www.nbnews.kr/news/articleView.html?idxno=101681",Unknown,Y,Y,Y,N,N,N,Y
693,"대상 아이라이킷; K-캐릭터 '벌룬프렌즈' 신제품 2종 출시","독창적이면서도 매력적인 국내 캐릭터를 찾기 위한 '2024 IP 라이선싱 빌드업' 참가사 공고에는 총 21곳의 IP개발사가 참여했으며; 치열한 경쟁을 거쳐 지난 6월 '벌룬프렌즈'를 최종 업체로 선정됐다. 아이라이킷과... ",2024-12-11,"https://www.newsfreezone.co.kr/news/articleView.html?idxno=600042","https://www.newsfreezone.co.kr/news/articleView.html?idxno=600042",Unknown,Y,Y,Y,N,N,N,Y
694,"대상㈜ 집으로ON 아이라이킷 '벌룬프렌즈' 컬래버레이션 신제품 2종 출시","'2024 IP 라이선싱 빌드업' 참가사 공고에는 총 21곳의 IP개발사가 참여했으며 경쟁을 거쳐 지난 6월 '벌룬프렌즈'를 최종 업체로 선정했다. 아이라이킷과 벌룬프렌즈가 함께한 이번 신제품은 '벌룬프렌즈 우유핫도그'와... ",2024-12-11,"http://www.wsobi.com/news/articleView.html?idxno=262956","http://www.wsobi.com/news/articleView.html?idxno=262956",Unknown,Y,Y,Y,N,N,N,N
